mean:2.6730,std:1.5035
Epoch: 001, LR: 0.001000, Loss: 0.4220750, Val MAE: 0.5018868, Test MAE: 0.5001504, Test stdMAE: 0.3326619
Epoch: 042, LR: 0.000700, Loss: 0.0075689, Val MAE: 0.1089349, Test MAE: 0.0971176, Test stdMAE: 0.0645952
Epoch: 043, LR: 0.000700, Loss: 0.0068839, Val MAE: 0.0931545, Test MAE: 0.0928006, Test stdMAE: 0.0617239
Epoch: 044, LR: 0.000700, Loss: 0.0066749, Val MAE: 0.0945414, Test MAE: 0.0928006, Test stdMAE: 0.0617239
Epoch: 045, LR: 0.000700, Loss: 0.0066939, Val MAE: 0.1032680, Test MAE: 0.0928006, Test stdMAE: 0.0617239
Epoch: 046, LR: 0.000700, Loss: 0.0063999, Val MAE: 0.0943044, Test MAE: 0.0928006, Test stdMAE: 0.0617239
Epoch: 047, LR: 0.000700, Loss: 0.0064146, Val MAE: 0.1007693, Test MAE: 0.0928006, Test stdMAE: 0.0617239
Epoch: 048, LR: 0.000700, Loss: 0.0067567, Val MAE: 0.1192451, Test MAE: 0.0928006, Test stdMAE: 0.0617239
Epoch: 049, LR: 0.000700, Loss: 0.0063092, Val MAE: 0.0875099, Test MAE: 0.0869703, Test stdMAE: 0.0578460
Epoch: 050, LR: 0.000700, Loss: 0.0058059, Val MAE: 0.0898335, Test MAE: 0.0869703, Test stdMAE: 0.0578460
Epoch: 051, LR: 0.000700, Loss: 0.0060698, Val MAE: 0.0933691, Test MAE: 0.0869703, Test stdMAE: 0.0578460
Epoch: 052, LR: 0.000700, Loss: 0.0059933, Val MAE: 0.0931726, Test MAE: 0.0869703, Test stdMAE: 0.0578460
Epoch: 053, LR: 0.000700, Loss: 0.0055913, Val MAE: 0.0962394, Test MAE: 0.0869703, Test stdMAE: 0.0578460
Epoch: 054, LR: 0.000700, Loss: 0.0056611, Val MAE: 0.0881788, Test MAE: 0.0869703, Test stdMAE: 0.0578460
Epoch: 055, LR: 0.000700, Loss: 0.0055150, Val MAE: 0.0892948, Test MAE: 0.0869703, Test stdMAE: 0.0578460
Epoch: 056, LR: 0.000490, Loss: 0.0046052, Val MAE: 0.0901524, Test MAE: 0.0869703, Test stdMAE: 0.0578460
Epoch: 057, LR: 0.000490, Loss: 0.0046120, Val MAE: 0.0873379, Test MAE: 0.0878500, Test stdMAE: 0.0584312
Epoch: 058, LR: 0.000490, Loss: 0.0045866, Val MAE: 0.0836829, Test MAE: 0.0834910, Test stdMAE: 0.0555319
Epoch: 059, LR: 0.000490, Loss: 0.0044865, Val MAE: 0.0876601, Test MAE: 0.0834910, Test stdMAE: 0.0555319
Epoch: 060, LR: 0.000490, Loss: 0.0044506, Val MAE: 0.0833864, Test MAE: 0.0834307, Test stdMAE: 0.0554917
Epoch: 061, LR: 0.000490, Loss: 0.0043733, Val MAE: 0.0839706, Test MAE: 0.0834307, Test stdMAE: 0.0554917
Epoch: 062, LR: 0.000490, Loss: 0.0043348, Val MAE: 0.0823096, Test MAE: 0.0827262, Test stdMAE: 0.0550232
Epoch: 063, LR: 0.000490, Loss: 0.0042481, Val MAE: 0.0795171, Test MAE: 0.0793867, Test stdMAE: 0.0528020
Epoch: 064, LR: 0.000490, Loss: 0.0043303, Val MAE: 0.0883609, Test MAE: 0.0793867, Test stdMAE: 0.0528020
Epoch: 065, LR: 0.000490, Loss: 0.0041860, Val MAE: 0.0779366, Test MAE: 0.0779226, Test stdMAE: 0.0518282
Epoch: 066, LR: 0.000490, Loss: 0.0041248, Val MAE: 0.0818233, Test MAE: 0.0779226, Test stdMAE: 0.0518282
Epoch: 067, LR: 0.000490, Loss: 0.0041233, Val MAE: 0.0835712, Test MAE: 0.0779226, Test stdMAE: 0.0518282
Epoch: 068, LR: 0.000490, Loss: 0.0040226, Val MAE: 0.0830909, Test MAE: 0.0779226, Test stdMAE: 0.0518282
Epoch: 069, LR: 0.000490, Loss: 0.0039931, Val MAE: 0.0778131, Test MAE: 0.0780510, Test stdMAE: 0.0519136
Epoch: 070, LR: 0.000490, Loss: 0.0039418, Val MAE: 0.0780555, Test MAE: 0.0780510, Test stdMAE: 0.0519136
Epoch: 071, LR: 0.000490, Loss: 0.0040325, Val MAE: 0.0820218, Test MAE: 0.0780510, Test stdMAE: 0.0519136
Epoch: 072, LR: 0.000490, Loss: 0.0040529, Val MAE: 0.0841818, Test MAE: 0.0780510, Test stdMAE: 0.0519136
Epoch: 073, LR: 0.000490, Loss: 0.0037772, Val MAE: 0.0833292, Test MAE: 0.0780510, Test stdMAE: 0.0519136
Epoch: 074, LR: 0.000490, Loss: 0.0037416, Val MAE: 0.0767810, Test MAE: 0.0760738, Test stdMAE: 0.0505985
Epoch: 075, LR: 0.000490, Loss: 0.0037798, Val MAE: 0.0789052, Test MAE: 0.0760738, Test stdMAE: 0.0505985
Epoch: 076, LR: 0.000490, Loss: 0.0040572, Val MAE: 0.0775881, Test MAE: 0.0760738, Test stdMAE: 0.0505985
Epoch: 077, LR: 0.000490, Loss: 0.0037703, Val MAE: 0.0776566, Test MAE: 0.0760738, Test stdMAE: 0.0505985
Epoch: 078, LR: 0.000490, Loss: 0.0035636, Val MAE: 0.0800657, Test MAE: 0.0760738, Test stdMAE: 0.0505985
Epoch: 079, LR: 0.000490, Loss: 0.0036133, Val MAE: 0.0787575, Test MAE: 0.0760738, Test stdMAE: 0.0505985
Epoch: 080, LR: 0.000490, Loss: 0.0035702, Val MAE: 0.0755715, Test MAE: 0.0761135, Test stdMAE: 0.0506249
Epoch: 081, LR: 0.000490, Loss: 0.0035877, Val MAE: 0.0807877, Test MAE: 0.0761135, Test stdMAE: 0.0506249
Epoch: 082, LR: 0.000490, Loss: 0.0035127, Val MAE: 0.0763445, Test MAE: 0.0761135, Test stdMAE: 0.0506249
Epoch: 083, LR: 0.000490, Loss: 0.0034907, Val MAE: 0.0769777, Test MAE: 0.0761135, Test stdMAE: 0.0506249
Epoch: 084, LR: 0.000490, Loss: 0.0033900, Val MAE: 0.0810714, Test MAE: 0.0761135, Test stdMAE: 0.0506249
Epoch: 085, LR: 0.000490, Loss: 0.0035098, Val MAE: 0.0827143, Test MAE: 0.0761135, Test stdMAE: 0.0506249
Epoch: 086, LR: 0.000490, Loss: 0.0034065, Val MAE: 0.0841144, Test MAE: 0.0761135, Test stdMAE: 0.0506249
Epoch: 087, LR: 0.000343, Loss: 0.0029409, Val MAE: 0.0748177, Test MAE: 0.0732430, Test stdMAE: 0.0487157
Epoch: 088, LR: 0.000343, Loss: 0.0028702, Val MAE: 0.0820153, Test MAE: 0.0732430, Test stdMAE: 0.0487157
Epoch: 089, LR: 0.000343, Loss: 0.0028499, Val MAE: 0.0750997, Test MAE: 0.0732430, Test stdMAE: 0.0487157
Epoch: 090, LR: 0.000343, Loss: 0.0030481, Val MAE: 0.0797910, Test MAE: 0.0732430, Test stdMAE: 0.0487157
Epoch: 091, LR: 0.000343, Loss: 0.0028866, Val MAE: 0.0729806, Test MAE: 0.0723662, Test stdMAE: 0.0481325
Epoch: 092, LR: 0.000343, Loss: 0.0027929, Val MAE: 0.0734694, Test MAE: 0.0723662, Test stdMAE: 0.0481325
Epoch: 093, LR: 0.000343, Loss: 0.0028170, Val MAE: 0.0741770, Test MAE: 0.0723662, Test stdMAE: 0.0481325
Epoch: 094, LR: 0.000343, Loss: 0.0027654, Val MAE: 0.0768366, Test MAE: 0.0723662, Test stdMAE: 0.0481325
Epoch: 095, LR: 0.000343, Loss: 0.0027954, Val MAE: 0.0753414, Test MAE: 0.0723662, Test stdMAE: 0.0481325
Epoch: 096, LR: 0.000343, Loss: 0.0027131, Val MAE: 0.0722397, Test MAE: 0.0707650, Test stdMAE: 0.0470675
Epoch: 097, LR: 0.000343, Loss: 0.0027956, Val MAE: 0.0817330, Test MAE: 0.0707650, Test stdMAE: 0.0470675
Epoch: 098, LR: 0.000343, Loss: 0.0027162, Val MAE: 0.0739175, Test MAE: 0.0707650, Test stdMAE: 0.0470675
Epoch: 099, LR: 0.000343, Loss: 0.0026731, Val MAE: 0.0728379, Test MAE: 0.0707650, Test stdMAE: 0.0470675
Epoch: 100, LR: 0.000343, Loss: 0.0026668, Val MAE: 0.0746978, Test MAE: 0.0707650, Test stdMAE: 0.0470675
Epoch: 101, LR: 0.000343, Loss: 0.0026261, Val MAE: 0.0718941, Test MAE: 0.0713807, Test stdMAE: 0.0474770
Epoch: 102, LR: 0.000343, Loss: 0.0026526, Val MAE: 0.0754882, Test MAE: 0.0713807, Test stdMAE: 0.0474770
Epoch: 103, LR: 0.000343, Loss: 0.0026008, Val MAE: 0.0766316, Test MAE: 0.0713807, Test stdMAE: 0.0474770
Epoch: 104, LR: 0.000343, Loss: 0.0026129, Val MAE: 0.0714642, Test MAE: 0.0703703, Test stdMAE: 0.0468050
Epoch: 105, LR: 0.000343, Loss: 0.0025735, Val MAE: 0.0691768, Test MAE: 0.0680515, Test stdMAE: 0.0452627
Epoch: 106, LR: 0.000343, Loss: 0.0025575, Val MAE: 0.0699501, Test MAE: 0.0680515, Test stdMAE: 0.0452627
Epoch: 107, LR: 0.000343, Loss: 0.0025649, Val MAE: 0.0694585, Test MAE: 0.0680515, Test stdMAE: 0.0452627
Epoch: 108, LR: 0.000343, Loss: 0.0025280, Val MAE: 0.0725958, Test MAE: 0.0680515, Test stdMAE: 0.0452627
Epoch: 109, LR: 0.000343, Loss: 0.0025172, Val MAE: 0.0715920, Test MAE: 0.0680515, Test stdMAE: 0.0452627
Epoch: 110, LR: 0.000343, Loss: 0.0025104, Val MAE: 0.0693552, Test MAE: 0.0680515, Test stdMAE: 0.0452627
Epoch: 111, LR: 0.000343, Loss: 0.0024731, Val MAE: 0.0714488, Test MAE: 0.0680515, Test stdMAE: 0.0452627
Epoch: 112, LR: 0.000240, Loss: 0.0022092, Val MAE: 0.0682385, Test MAE: 0.0670790, Test stdMAE: 0.0446158
Epoch: 113, LR: 0.000240, Loss: 0.0022327, Val MAE: 0.0701099, Test MAE: 0.0670790, Test stdMAE: 0.0446158
Epoch: 114, LR: 0.000240, Loss: 0.0021758, Val MAE: 0.0684267, Test MAE: 0.0670790, Test stdMAE: 0.0446158
Epoch: 115, LR: 0.000240, Loss: 0.0021926, Val MAE: 0.0696210, Test MAE: 0.0670790, Test stdMAE: 0.0446158
Epoch: 116, LR: 0.000240, Loss: 0.0021708, Val MAE: 0.0677388, Test MAE: 0.0662739, Test stdMAE: 0.0440804
Epoch: 117, LR: 0.000240, Loss: 0.0021533, Val MAE: 0.0690025, Test MAE: 0.0662739, Test stdMAE: 0.0440804
Epoch: 118, LR: 0.000240, Loss: 0.0021343, Val MAE: 0.0687374, Test MAE: 0.0662739, Test stdMAE: 0.0440804
Epoch: 119, LR: 0.000240, Loss: 0.0021294, Val MAE: 0.0772877, Test MAE: 0.0662739, Test stdMAE: 0.0440804
Epoch: 120, LR: 0.000240, Loss: 0.0021424, Val MAE: 0.0681665, Test MAE: 0.0662739, Test stdMAE: 0.0440804
Epoch: 121, LR: 0.000240, Loss: 0.0020929, Val MAE: 0.0682401, Test MAE: 0.0662739, Test stdMAE: 0.0440804
Epoch: 122, LR: 0.000240, Loss: 0.0020754, Val MAE: 0.0689622, Test MAE: 0.0662739, Test stdMAE: 0.0440804
Epoch: 123, LR: 0.000168, Loss: 0.0019295, Val MAE: 0.0670146, Test MAE: 0.0654717, Test stdMAE: 0.0435468
Epoch: 124, LR: 0.000168, Loss: 0.0019193, Val MAE: 0.0670284, Test MAE: 0.0654717, Test stdMAE: 0.0435468
Epoch: 125, LR: 0.000168, Loss: 0.0019019, Val MAE: 0.0675225, Test MAE: 0.0654717, Test stdMAE: 0.0435468
Epoch: 126, LR: 0.000168, Loss: 0.0019026, Val MAE: 0.0673465, Test MAE: 0.0654717, Test stdMAE: 0.0435468
Epoch: 127, LR: 0.000168, Loss: 0.0019169, Val MAE: 0.0680158, Test MAE: 0.0654717, Test stdMAE: 0.0435468
Epoch: 128, LR: 0.000168, Loss: 0.0018853, Val MAE: 0.0674656, Test MAE: 0.0654717, Test stdMAE: 0.0435468
Epoch: 129, LR: 0.000168, Loss: 0.0018867, Val MAE: 0.0684869, Test MAE: 0.0654717, Test stdMAE: 0.0435468
Epoch: 130, LR: 0.000118, Loss: 0.0017660, Val MAE: 0.0662730, Test MAE: 0.0647137, Test stdMAE: 0.0430426
Epoch: 131, LR: 0.000118, Loss: 0.0017621, Val MAE: 0.0655234, Test MAE: 0.0642864, Test stdMAE: 0.0427584
Epoch: 132, LR: 0.000118, Loss: 0.0017552, Val MAE: 0.0659308, Test MAE: 0.0642864, Test stdMAE: 0.0427584
Epoch: 133, LR: 0.000118, Loss: 0.0017617, Val MAE: 0.0658693, Test MAE: 0.0642864, Test stdMAE: 0.0427584
Epoch: 134, LR: 0.000118, Loss: 0.0017412, Val MAE: 0.0651946, Test MAE: 0.0640558, Test stdMAE: 0.0426050
Epoch: 135, LR: 0.000118, Loss: 0.0017508, Val MAE: 0.0659223, Test MAE: 0.0640558, Test stdMAE: 0.0426050
Epoch: 136, LR: 0.000118, Loss: 0.0017334, Val MAE: 0.0670962, Test MAE: 0.0640558, Test stdMAE: 0.0426050
Epoch: 137, LR: 0.000118, Loss: 0.0017293, Val MAE: 0.0660435, Test MAE: 0.0640558, Test stdMAE: 0.0426050
Epoch: 138, LR: 0.000118, Loss: 0.0017256, Val MAE: 0.0650991, Test MAE: 0.0635627, Test stdMAE: 0.0422771
Epoch: 139, LR: 0.000118, Loss: 0.0017113, Val MAE: 0.0654983, Test MAE: 0.0635627, Test stdMAE: 0.0422771
Epoch: 140, LR: 0.000118, Loss: 0.0017091, Val MAE: 0.0662948, Test MAE: 0.0635627, Test stdMAE: 0.0422771
Epoch: 141, LR: 0.000118, Loss: 0.0017050, Val MAE: 0.0653829, Test MAE: 0.0635627, Test stdMAE: 0.0422771
Epoch: 142, LR: 0.000118, Loss: 0.0016953, Val MAE: 0.0655997, Test MAE: 0.0635627, Test stdMAE: 0.0422771
Epoch: 143, LR: 0.000118, Loss: 0.0017090, Val MAE: 0.0656037, Test MAE: 0.0635627, Test stdMAE: 0.0422771
Epoch: 144, LR: 0.000118, Loss: 0.0016880, Val MAE: 0.0653208, Test MAE: 0.0635627, Test stdMAE: 0.0422771
Epoch: 145, LR: 0.000082, Loss: 0.0016134, Val MAE: 0.0659190, Test MAE: 0.0635627, Test stdMAE: 0.0422771
Epoch: 146, LR: 0.000082, Loss: 0.0016079, Val MAE: 0.0645459, Test MAE: 0.0635308, Test stdMAE: 0.0422559
Epoch: 147, LR: 0.000082, Loss: 0.0016107, Val MAE: 0.0645467, Test MAE: 0.0635308, Test stdMAE: 0.0422559
Epoch: 148, LR: 0.000082, Loss: 0.0016046, Val MAE: 0.0646742, Test MAE: 0.0635308, Test stdMAE: 0.0422559
Epoch: 149, LR: 0.000082, Loss: 0.0015958, Val MAE: 0.0645262, Test MAE: 0.0630342, Test stdMAE: 0.0419255
Epoch: 150, LR: 0.000082, Loss: 0.0015898, Val MAE: 0.0646040, Test MAE: 0.0630342, Test stdMAE: 0.0419255
Epoch: 151, LR: 0.000082, Loss: 0.0015882, Val MAE: 0.0647108, Test MAE: 0.0630342, Test stdMAE: 0.0419255
Epoch: 152, LR: 0.000082, Loss: 0.0015866, Val MAE: 0.0645493, Test MAE: 0.0630342, Test stdMAE: 0.0419255
Epoch: 153, LR: 0.000082, Loss: 0.0015834, Val MAE: 0.0642963, Test MAE: 0.0630935, Test stdMAE: 0.0419650
Epoch: 154, LR: 0.000082, Loss: 0.0015767, Val MAE: 0.0646639, Test MAE: 0.0630935, Test stdMAE: 0.0419650
Epoch: 155, LR: 0.000082, Loss: 0.0015782, Val MAE: 0.0643206, Test MAE: 0.0630935, Test stdMAE: 0.0419650
Epoch: 156, LR: 0.000082, Loss: 0.0015680, Val MAE: 0.0645656, Test MAE: 0.0630935, Test stdMAE: 0.0419650
Epoch: 157, LR: 0.000082, Loss: 0.0015683, Val MAE: 0.0642138, Test MAE: 0.0628464, Test stdMAE: 0.0418006
Epoch: 158, LR: 0.000082, Loss: 0.0015616, Val MAE: 0.0646850, Test MAE: 0.0628464, Test stdMAE: 0.0418006
Epoch: 159, LR: 0.000082, Loss: 0.0015693, Val MAE: 0.0654024, Test MAE: 0.0628464, Test stdMAE: 0.0418006
Epoch: 160, LR: 0.000082, Loss: 0.0015572, Val MAE: 0.0643563, Test MAE: 0.0628464, Test stdMAE: 0.0418006
Epoch: 161, LR: 0.000082, Loss: 0.0015542, Val MAE: 0.0649929, Test MAE: 0.0628464, Test stdMAE: 0.0418006
Epoch: 162, LR: 0.000082, Loss: 0.0015485, Val MAE: 0.0644603, Test MAE: 0.0628464, Test stdMAE: 0.0418006
Epoch: 163, LR: 0.000082, Loss: 0.0015454, Val MAE: 0.0643340, Test MAE: 0.0628464, Test stdMAE: 0.0418006
Epoch: 164, LR: 0.000058, Loss: 0.0014937, Val MAE: 0.0643450, Test MAE: 0.0628464, Test stdMAE: 0.0418006
Epoch: 165, LR: 0.000058, Loss: 0.0014955, Val MAE: 0.0645213, Test MAE: 0.0628464, Test stdMAE: 0.0418006
Epoch: 166, LR: 0.000058, Loss: 0.0014899, Val MAE: 0.0639127, Test MAE: 0.0625795, Test stdMAE: 0.0416231
Epoch: 167, LR: 0.000058, Loss: 0.0014870, Val MAE: 0.0638819, Test MAE: 0.0622222, Test stdMAE: 0.0413855
Epoch: 168, LR: 0.000058, Loss: 0.0014886, Val MAE: 0.0636729, Test MAE: 0.0620321, Test stdMAE: 0.0412590
Epoch: 169, LR: 0.000058, Loss: 0.0014836, Val MAE: 0.0643671, Test MAE: 0.0620321, Test stdMAE: 0.0412590
Epoch: 170, LR: 0.000058, Loss: 0.0014759, Val MAE: 0.0647434, Test MAE: 0.0620321, Test stdMAE: 0.0412590
Epoch: 171, LR: 0.000058, Loss: 0.0014789, Val MAE: 0.0641581, Test MAE: 0.0620321, Test stdMAE: 0.0412590
Epoch: 172, LR: 0.000058, Loss: 0.0014765, Val MAE: 0.0638819, Test MAE: 0.0620321, Test stdMAE: 0.0412590
Epoch: 173, LR: 0.000058, Loss: 0.0014704, Val MAE: 0.0638800, Test MAE: 0.0620321, Test stdMAE: 0.0412590
Epoch: 174, LR: 0.000058, Loss: 0.0014693, Val MAE: 0.0637102, Test MAE: 0.0620321, Test stdMAE: 0.0412590
Epoch: 175, LR: 0.000040, Loss: 0.0014339, Val MAE: 0.0634911, Test MAE: 0.0620577, Test stdMAE: 0.0412761
Epoch: 176, LR: 0.000040, Loss: 0.0014364, Val MAE: 0.0634952, Test MAE: 0.0620577, Test stdMAE: 0.0412761
Epoch: 177, LR: 0.000040, Loss: 0.0014349, Val MAE: 0.0635752, Test MAE: 0.0620577, Test stdMAE: 0.0412761
Epoch: 178, LR: 0.000040, Loss: 0.0014284, Val MAE: 0.0639000, Test MAE: 0.0620577, Test stdMAE: 0.0412761
Epoch: 179, LR: 0.000040, Loss: 0.0014268, Val MAE: 0.0632064, Test MAE: 0.0618681, Test stdMAE: 0.0411500
Epoch: 180, LR: 0.000040, Loss: 0.0014269, Val MAE: 0.0634859, Test MAE: 0.0618681, Test stdMAE: 0.0411500
Epoch: 181, LR: 0.000040, Loss: 0.0014252, Val MAE: 0.0632813, Test MAE: 0.0618681, Test stdMAE: 0.0411500
Epoch: 182, LR: 0.000040, Loss: 0.0014240, Val MAE: 0.0638977, Test MAE: 0.0618681, Test stdMAE: 0.0411500
Epoch: 183, LR: 0.000040, Loss: 0.0014219, Val MAE: 0.0632694, Test MAE: 0.0618681, Test stdMAE: 0.0411500
Epoch: 184, LR: 0.000040, Loss: 0.0014171, Val MAE: 0.0635771, Test MAE: 0.0618681, Test stdMAE: 0.0411500
Epoch: 185, LR: 0.000040, Loss: 0.0014177, Val MAE: 0.0631467, Test MAE: 0.0617329, Test stdMAE: 0.0410601
Epoch: 186, LR: 0.000040, Loss: 0.0014165, Val MAE: 0.0633772, Test MAE: 0.0617329, Test stdMAE: 0.0410601
Epoch: 187, LR: 0.000040, Loss: 0.0014136, Val MAE: 0.0635242, Test MAE: 0.0617329, Test stdMAE: 0.0410601
Epoch: 188, LR: 0.000040, Loss: 0.0014148, Val MAE: 0.0634448, Test MAE: 0.0617329, Test stdMAE: 0.0410601
Epoch: 189, LR: 0.000040, Loss: 0.0014107, Val MAE: 0.0641928, Test MAE: 0.0617329, Test stdMAE: 0.0410601
Epoch: 190, LR: 0.000040, Loss: 0.0014056, Val MAE: 0.0633976, Test MAE: 0.0617329, Test stdMAE: 0.0410601
Epoch: 191, LR: 0.000040, Loss: 0.0014070, Val MAE: 0.0638948, Test MAE: 0.0617329, Test stdMAE: 0.0410601
Epoch: 192, LR: 0.000028, Loss: 0.0013818, Val MAE: 0.0634919, Test MAE: 0.0617329, Test stdMAE: 0.0410601
Epoch: 193, LR: 0.000028, Loss: 0.0013790, Val MAE: 0.0633578, Test MAE: 0.0617329, Test stdMAE: 0.0410601
Epoch: 194, LR: 0.000028, Loss: 0.0013797, Val MAE: 0.0631499, Test MAE: 0.0617329, Test stdMAE: 0.0410601
Epoch: 195, LR: 0.000028, Loss: 0.0013772, Val MAE: 0.0630206, Test MAE: 0.0615778, Test stdMAE: 0.0409569
Epoch: 196, LR: 0.000028, Loss: 0.0013757, Val MAE: 0.0631676, Test MAE: 0.0615778, Test stdMAE: 0.0409569
Epoch: 197, LR: 0.000028, Loss: 0.0013760, Val MAE: 0.0634695, Test MAE: 0.0615778, Test stdMAE: 0.0409569
Epoch: 198, LR: 0.000028, Loss: 0.0013784, Val MAE: 0.0633172, Test MAE: 0.0615778, Test stdMAE: 0.0409569
Epoch: 199, LR: 0.000028, Loss: 0.0013728, Val MAE: 0.0631692, Test MAE: 0.0615778, Test stdMAE: 0.0409569
Epoch: 200, LR: 0.000028, Loss: 0.0013750, Val MAE: 0.0634427, Test MAE: 0.0615778, Test stdMAE: 0.0409569
Epoch: 201, LR: 0.000028, Loss: 0.0013713, Val MAE: 0.0636652, Test MAE: 0.0615778, Test stdMAE: 0.0409569
